id,title,artist,track_id,artist_id,rank,hit,artist_popularity,followers,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6988,Lately,Tyrese,0XmTCQWHgf6dOXJeLjXrzr,08p7B5OtcUuVblvkQIlBhJ,56,No,59,723562,48,0.541,0.701,7,-7.287000000000001,0,0.102,0.0761,0.0,0.0763,0.334,80.057
482,Bad Things,Machine Gun Kelly x Camila Cabello,1KzGj3xvi9IiY05kBlkm2G,6TIYQ3jFPwQSRmorSezPxX,4,Yes,81,1015961,75,0.677,0.6940000000000001,2,-4.752,1,0.128,0.192,0.0,0.17800000000000002,0.287,137.847
5134,Georgia Rain,Trisha Yearwood,6qdKKHh8r7N8nRYih2g7Pm,3XlIhgydjvC4EniPFZT20j,78,No,57,270751,42,0.528,0.456,10,-5.6179999999999986,1,0.0241,0.61,4.620000000000001e-05,0.19,0.16399999999999998,99.092
2685,Far Away,Tyga Featuring Chris Richardson,6Kbu55LHFZHjF2nRXVWOrd,5LHRHt1k9lMyONurDHEdrp,86,No,80,2777138,49,0.479,0.6920000000000001,8,-6.021,1,0.13,0.304,0.0,0.157,0.557,184.005
2397,Ass Back Home,Gym Class Heroes Featuring Neon Hitch,3bfqkspKABT4pPicm6wC9F,4IJczjB0fJ04gs4uvP0Fli,12,Yes,68,795772,62,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.14800000000000002,0.6459999999999999,130.034
113,MIC Drop,BTS Featuring Desiigner,7Ed6BkggCS2KaKY5YlINaF,3Nrfpe0tUJi4K4DXYWgMUX,28,Yes,87,3899405,83,0.613,0.8420000000000001,10,-4.332,0,0.219,0.0157,0.0,0.23,0.645,169.917
1061,Already Callin' You Mine,Parmalee,3jSyE8r8vgg8fmwojoMzql,4TshyQDihSYXSWqvclXl3I,91,No,59,68493,56,0.59,0.887,1,-2.634,1,0.0353,0.0504,0.0,0.132,0.679,120.061
3762,"1, 2, 3, 4",Plain White T's,5VWmMZCfJ4yVkJw9ZLFXej,1g1yxsNVPhMUl9GrMjEb2o,34,No,68,426630,60,0.464,0.525,2,-6.965,1,0.0281,0.64,6.64e-06,0.104,0.616,90.41
486,Sacrifices,Drake Featuring 2 Chainz & Young Thug,0xl1w2q4VLojeXp4JfazPL,3TVXtAsR1Inumwj472S9r4,36,No,100,18311720,71,0.903,0.4320000000000001,8,-11.885,1,0.426,0.0463,0.0,0.111,0.555,139.028
635,For Whom The Bell Tolls,J. Cole,3MWlVSkoLS1e66nlZ2tuWJ,6l3HvQ5sa6mXTsMTB19rO5,23,Yes,85,4644655,64,0.652,0.407,10,-11.028,0,0.0354,0.471,0.0,0.294,0.16899999999999998,111.65
6559,Meanwhile Back At The Ranch,The Clark Family Experience,2NpEN6jlCVuUBAJoptmaSF,4v0y12yBFdD5V31vo95Dco,80,No,6,53,11,0.585,0.84,7,-6.109,1,0.0324,0.0649,0.0,0.3670000000000001,0.534,94.944
1081,Break Up With Him,Old Dominion,5ZManJDV3CexO66nRCkdiV,6y8XlgIV8BLlIg1tT1R10i,44,No,74,284503,71,0.615,0.632,3,-5.3820000000000014,1,0.0374,0.0685,0.0,0.108,0.56,152.035
6778,All The Small Things,Blink-182,7yCPwWs66K8Ba5lFuU2bcx,6FBDaR13swtiWwGhX1WQsP,6,Yes,80,3606912,74,0.439,0.8909999999999999,0,-4.7639999999999985,1,0.057,0.0122,0.0,0.547,0.695,148.599
3842,Live Your Life,T.I. Featuring Rihanna,3jlbL2OTD5YmIunYzgQTAN,4OBJLual30L7gRl5UkeRcT,1,Yes,80,2176767,77,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841
1965,Boys 'round Here,Blake Shelton Featuring Pistol Annies & Friends,39FwE8edwuyiaa4PrGBkP7,1UTPBmNbXNTittyMJrNkvw,12,Yes,76,2973905,66,0.611,0.688,2,-6.369,1,0.0529,0.251,2.35e-06,0.248,0.649,169.895
64,Betrayed,Lil Xan,6NWl2m8asvH83xjuXVNsuG,3EXdLajEO02ziZ90P90bSW,64,No,81,714296,90,0.823,0.419,10,-10.358,0,0.165,0.416,0.0,0.105,0.277,119.958
5294,You're My Better Half,Keith Urban,06ySRvEnrUxZZ9ml3VO2TY,0u2FHSq3ln94y5Q57xazwf,33,No,77,2060819,52,0.655,0.747,4,-4.41,1,0.0333,0.0369,1.29e-06,0.0449,0.613,118.054
1760,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,37FK7UA8BqmCllCfFabkLE,3PLyAykPbTPfncYaH2hxdP,80,No,11,158,23,0.654,0.726,9,-8.354,1,0.28600000000000003,0.312,0.0,0.0603,0.94,74.009
1329,Animals,Maroon 5,2bL2gyO6kBdLkNSkxXNh6x,04gDigrS5kc9YWfZHwBETP,3,Yes,89,10228838,69,0.465,0.7440000000000001,4,-6.4289999999999985,0,0.0635,0.00018,0.0,0.68,0.339,189.928
4974,Feel Good Inc,Gorillaz,0d28khcov6AiegSCpG5TuT,3AA28KZvwAUcZuOKwyblJQ,14,Yes,80,2680030,82,0.818,0.705,6,-6.6789999999999985,1,0.177,0.00836,0.00233,0.613,0.772,138.559
298,Now Or Never,Halsey,7i2DJ88J7jQ8K7zqFX2fW8,26VFTg2z8YR0cCuwLzESi2,17,Yes,87,2920678,77,0.6579999999999999,0.588,6,-4.902,0,0.0367,0.105,1.28e-06,0.125,0.434,110.075
6328,U Remind Me,Usher,2QsZVnbWVSjKMXK6K3uRBL,23zg3TcAtWQy7J6upgbUnj,1,Yes,82,5491408,74,0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985
6062,The Good Stuff,Kenny Chesney,1EKiQ1InQXuodp4M1idrng,3grHWM9bx2E9vwJCdlRv9O,22,Yes,74,1629058,57,0.586,0.675,7,-7.819,1,0.0776,0.26,0.0,0.14400000000000002,0.473,143.921
4084,Lookin Boy,Hot Stylz Featuring Yung Joc,00RYiT3a2lNQ1wTKBQXWSw,1W4yZwIXzRls3KoybGLKy8,47,No,31,535,44,0.85,0.687,0,-5.995,0,0.308,0.213,0.0,0.0724,0.502,149.989
3894,My President,Young Jeezy Featuring Nas,4Onlx3t98YDeu8bM7wRS5K,4yBK75WVCQXej1p04GWqxH,53,No,76,922579,53,0.595,0.773,6,-6.502999999999999,0,0.101,0.051,0.0,0.318,0.5660000000000001,76.035
5902,Damaged,TLC,4pKIh0OVXamva9kZA3feF1,0TImkz4nPqjegtVSMZnMRq,53,No,72,909495,37,0.677,0.92,2,-5.013,1,0.0304,0.0262,5.08e-05,0.173,0.711,95.006
2153,How Country Feels,Randy Houser,6aUhfNWYnMThF3TGtuYUUu,56x8mYvS3cyDGAi8N2FxbB,42,No,65,339231,72,0.6779999999999999,0.8390000000000001,7,-3.617,1,0.0394,0.0379,0.0,0.0742,0.772,104.952
4498,Rock Yo Hips,Crime Mob Featuring Lil Scrappy,76dZuMVXjIyLPRLv00skGd,5A7d4sfe5ZY1RRf90zlUeo,30,No,50,106178,52,0.847,0.667,6,-5.7,1,0.17,0.0869,0.0,0.443,0.7070000000000001,77.492
3219,Ride,Ciara Featuring Ludacris,3RJclnBV8g9mvHPtSzPf7c,2NdeV5rLm47xAvogXrYhJX,42,No,73,2562447,62,0.6940000000000001,0.7190000000000001,7,-4.538,1,0.0484,0.00131,1.47e-05,0.0714,0.35200000000000004,129.961
1325,Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,2QJnTfMpNG05KFf2E3gVIJ,137W8MRPWKqSmrBGDBFSop,86,No,88,6644003,63,0.6509999999999999,0.741,4,-5.067,0,0.0408,0.00293,1.2e-05,0.217,0.386,168.02
3793,It Won't Be Like This For Long,Darius Rucker,4gzeYkzuzxuzAUTsGcdjqA,7FY5V3XMwlNBPitEjXowHQ,36,No,71,751072,60,0.584,0.524,4,-6.001,1,0.0287,0.335,0.0,0.11,0.389,143.863
2129,Gold,Britt Nicole,2fdd8W8eTym1gWO1dl1nxo,6BXionV4R0BunrFpSwIMUK,83,No,60,212647,55,0.65,0.8190000000000001,8,-3.389,1,0.031,0.0266,0.0,0.348,0.895,95.958
6509,With Arms Wide Open,Creed,0eKyHwckh9vQb8ncZ2DXCs,43sZBwHjahUvgbx1WNIkIz,1,Yes,68,898113,64,0.42,0.546,0,-8.476,1,0.033,0.0038,0.000787,0.118,0.129,138.946
4799,Savin' Me,Nickelback,0n2RMFCf3wfKJ9h3E3BKO8,6deZN1bslXzeGvOLaLMOIF,19,Yes,78,2565765,57,0.441,0.815,3,-4.088,1,0.0276,0.000731,0.0,0.414,0.522,164.021
7201,Fire Escape,Fastball,2jqua17r7DJuqRXl1uJwJM,7FtVJzRtpQpU61nBwB7cKN,86,No,52,42720,39,0.585,0.8220000000000001,6,-5.747000000000001,1,0.0293,0.00405,0.0535,0.0728,0.8320000000000001,125.679
141,Too Much To Ask,Niall Horan,39jXnbACjiaiTwwhsr5sY5,1Hsdzj7Dlq2I7tHP7501T4,66,No,80,1656208,74,0.509,0.5379999999999999,0,-6.456,1,0.0397,0.381,0.0,0.13,0.17800000000000002,153.711
6232,In Another World,Joe Diffie,0VdpGEpUlEYu9MpX5fsSgt,3THMgU4KdL7LlO5TEREs2g,66,No,59,132777,21,0.47,0.63,7,-7.194,0,0.0266,0.057,0.0,0.257,0.35700000000000004,78.0
533,Hearts Don't Break Around Here,Ed Sheeran,2dfHh7ECGxfNqZTQno09Vk,6eUKZXaKkcviH0Ku9w2n3V,93,No,96,21431752,78,0.604,0.366,7,-7.881,1,0.0267,0.7190000000000001,0.0,0.162,0.181,105.177
5341,Vertigo,U2,57ZXcBtCZXSg9TVV5xRdnR,51Blml2LZPmy7TTiAg47vQ,31,No,80,2564875,54,0.391,0.831,2,-3.892,1,0.0613,0.000153,0.00192,0.141,0.6829999999999999,139.946
749,Purple Lamborghini,Skrillex & Rick Ross,6JyuJFedEvPmdWQW0PkbGJ,5he5w2lnU9x7JFhnwcekXX,33,No,83,5938472,75,0.457,0.899,10,-2.591,0,0.132,0.0019,0.0,0.831,0.298,147.268
7123,Woof,Snoop Dogg Featuring Mystikal And Fiend,2bryPxmm98dhBU73ut3lw3,7hJcb9fa4alzcOq3EaNPoG,62,No,84,3198703,30,0.795,0.7859999999999999,6,-7.135,0,0.392,0.066,0.0,0.272,0.845,166.19400000000005
2607,One More Drinkin' Song,Jerrod Niemann,1HYKv0B6bYycqpxWHydKy9,0RKP52f5PNDCRZ9Luq2Sr7,72,No,60,229058,48,0.7340000000000001,0.698,9,-5.832999999999998,1,0.0331,0.473,8.02e-05,0.297,0.605,114.031
1999,Heart Attack,Demi Lovato,1V6gIisPpYqgFeWbMLI0bA,6S2OmqARrzebs0tKUEyXyp,10,Yes,89,7724172,68,0.503,0.8009999999999999,8,-4.735,1,0.0757,0.0781,0.0,0.248,0.523,173.937
1405,Out The Speakers,A-Trak + Milo & Otis Featuring Rich Kidz,63kM6NBkwOO75QIFD3RAOx,3TaUSUXn41GixL7zbvrIDt,98,No,65,86526,50,0.6729999999999999,0.921,1,-3.274,1,0.0531,0.0112,0.84,0.952,0.279,103.965
6154,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1yeLSqz8u8ip9NnzjGs7lQ,2DlGxzQSjYe5N6G9nkYghR,1,Yes,79,4236344,53,0.7829999999999999,0.758,10,-2.6630000000000003,0,0.151,0.384,0.0,0.0938,0.78,89.434
7150,Trippin',Total Featuring Missy Elliott,5QfobfsCZuyPnCzXHKGs9r,1urjDGTd4iBze91Z1W1gu7,7,Yes,58,137508,46,0.753,0.831,11,-6.431,0,0.0958,0.173,1.23e-05,0.0927,0.505,124.151
552,Zoom,Future,2IG6Te7JyvrtqhFeOF7le4,1RyvyyTE3xzB2ZywiAwp0i,99,No,93,5968143,58,0.852,0.438,9,-7.672999999999999,1,0.426,0.0145,0.0,0.263,0.627,150.945
2301,"Work Hard, Play Hard",Wiz Khalifa,62csqLJbdvAKb38rYijV1R,137W8MRPWKqSmrBGDBFSop,17,Yes,88,6644011,62,0.818,0.675,11,-4.176,1,0.0655,0.118,1.65e-05,0.262,0.47,139.977
2834,Sing,My Chemical Romance,1mX6SYJ1ZpcoxQUiER8wOI,7FBcuc1gsnv6Y1nwFtNRCb,58,No,78,2711167,60,0.606,0.942,2,-3.618,1,0.0357,0.000233,7.07e-06,0.106,0.373,110.98
3189,Find Your Love,Drake,4BycRneKmOs6MhYG9THsuX,3TVXtAsR1Inumwj472S9r4,5,Yes,100,18311990,65,0.623,0.598,6,-5.914,0,0.16699999999999998,0.0246,0.0,0.0324,0.8220000000000001,96.081
911,Hello,Adele,0ENSn4fwAbCGeFGVUbXEU3,4dpARuHxo51G3z768sgnrY,1,Yes,85,8650583,69,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966
3719,Gives You Hell,The All-American Rejects,6ihL9TjfRjadfEePzXXyVF,3vAaWhdBR38Q02ohXqaNHT,4,Yes,70,905040,72,0.7140000000000001,0.725,4,-6.4110000000000005,1,0.0402,0.0156,0.0,0.0726,0.59,99.988
1290,Say You Do,Dierks Bentley,2sE61ZmvYH8wiOx5jygkHH,7x8nK0m0cP2ksQf0mjWdPS,52,No,74,1170669,59,0.477,0.737,3,-8.166,1,0.0345,0.122,0.0016699999999999998,0.105,0.468,147.959
1236,Smoke,A Thousand Horses,0ZUnRmGiWEypcw14WjW109,55RI2GNCfyXr0f14uIdhwd,47,No,50,48595,55,0.442,0.7879999999999999,7,-5.507999999999999,1,0.0288,0.0409,8.75e-05,0.386,0.428,149.624
246,Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,17DjWsC0G9YQtAiepG3c5v,13y7CgLHjMVRMDqxdx0Xdo,95,No,89,1820365,67,0.86,0.71,7,-5.705,1,0.285,0.177,0.0,0.0865,0.764,122.993
5010,What I've Been Looking For,Lucas Grabeel & Ashley Tisdale,0oo5zVjH4CyTsm5FctRlnL,2ddxtfC0oS8LoktXUHE7YL,35,No,58,376538,36,0.628,0.873,9,-5.69,1,0.0355,0.094,0.0,0.555,0.565,140.099
3613,Keep Holding On,Glee Cast,36EjGAZQMh8QFx7gdESSgr,0SCbttzoZTnLFebDYmAWCm,56,No,77,833522,55,0.311,0.637,7,-6.303,1,0.0347,0.175,0.0,0.483,0.102,160.745
3621,Notion,Kings Of Leon,40e9kU9Wd4vbedqSA7Io4n,2qk9voo8llSGYcZ6xrBzKx,99,No,79,2967118,60,0.433,0.887,4,-5.1110000000000015,1,0.047,0.0059700000000000005,2.87e-05,0.119,0.426,142.968
5786,Beer For My Horses,Toby Keith Duet With Willie Nelson,7pWSdjUXBKksqggB49v0RE,2bA6fzP0lMAQ4kz6CF61w8,22,Yes,69,810099,60,0.7170000000000001,0.8320000000000001,10,-4.99,1,0.0488,0.333,0.0,0.0423,0.851,119.035
5537,100 Years,Five For Fighting,0B5KeB25moPkcQUnbDvj3t,7FgMLbnZVrEnir95O0YujA,28,Yes,63,238308,66,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.17800000000000002,0.275,120.507
1726,Love Me Again,John Newman,5VSCgNlSmTV2Yq5lB40Eaw,34v5MVKeQnIo0CWYMbbrPf,30,No,73,469086,65,0.4970000000000001,0.884,2,-4.717,0,0.0436,0.004070000000000001,0.000326,0.0968,0.21600000000000005,126.023
3755,Where I'm From,Jason Michael Carroll,0VeI4Zyirc6yuJ4P7fudjE,6vgqbvuLEUcrg7SB1kRTYE,64,No,52,87470,54,0.532,0.815,8,-5.834,1,0.0392,0.0301,0.0,0.0721,0.546,149.72799999999995
3228,Give A Little More,Maroon 5,2TRuBFYZYw0Q7qIVBhqR1T,04gDigrS5kc9YWfZHwBETP,86,No,89,10228876,49,0.7709999999999999,0.826,2,-4.279,1,0.04,0.00101,6.07e-05,0.152,0.924,117.964
6073,The Rising,Bruce Springsteen,2czBvzOv3TvnyoW7Ozo7fP,3eqjTLE0HfPfh78zjh6TqT,52,No,76,1425543,54,0.499,0.7609999999999999,10,-6.381,1,0.0324,0.0655,0.0,0.0895,0.326,110.186
6659,Can't Go For That,Tamia,0kyvUS4lUq0UBhVTnJNkgo,0le01dl1WllSHhjEXRl4in,84,No,64,378985,23,0.6679999999999999,0.698,11,-7.0360000000000005,0,0.0714,0.242,6.32e-05,0.06,0.448,106.041
1213,Love Me Like You Mean It,Kelsea Ballerini,0knbW9EwgSLfNFMWys1mQm,3RqBeV12Tt7A8xH3zBDDUF,45,No,71,344159,61,0.645,0.84,4,-5.894,1,0.0518,0.0452,0.0,0.327,0.805,151.94
3736,Paranoid,Jonas Brothers,47Kfrm6G2wZUAPhiDTyado,7gOdHgIoIKoe4i9Tta6qdD,37,No,66,941207,46,0.635,0.848,10,-4.482,1,0.041,0.00121,0.0,0.13,0.757,120.993
4420,Party Like A Rockstar,Shop Boyz,07SajbxT3mMTKhbkGjVMBW,3v3clM1KQgVfpPjKJFPAmx,2,Yes,47,23841,43,0.654,0.925,6,-4.089,0,0.0421,0.00542,0.0122,0.34600000000000003,0.8420000000000001,150.11
4032,All I Want To Do,Sugarland,1mJ05BN0So26a14iib85aI,0hYxQe3AK5jBPCr5MumLHD,18,Yes,60,550286,54,0.705,0.71,9,-4.894,1,0.0675,0.245,1.6899999999999994e-05,0.154,0.735,97.031
1311,Ride Out,"Kid Ink, Tyga, Wale, YG & Rich Homie Quan",59PL9AwYjIrIpP04n9gmMR,6KZDXtSj0SzGOV705nNeh3,70,No,77,1600958,67,0.696,0.8009999999999999,5,-5.641,0,0.0952,0.0469,0.0,0.502,0.536,93.003
492,4422,Drake Featuring Sampha,2fkeWbM6iqTw7oGHTYm2lw,3TVXtAsR1Inumwj472S9r4,50,No,100,18311720,67,0.621,0.247,11,-12.291,0,0.0393,0.499,0.0239,0.113,0.221,111.974
2694,Beautiful People,Chris Brown Featuring Benny Benassi,4bxI9ChxEjVVqtFZmWRrR4,7bXgB6jMjp9ATFy66eO08Z,43,No,91,5835978,55,0.632,0.795,5,-5.372999999999998,0,0.0733,0.065,0.00621,0.0842,0.589,127.926
4914,Touch It,Busta Rhymes,7HiUa9Gkk3QddHWT4jKiXd,1YfEcTuGvBQ8xSD1f53UnK,16,Yes,76,754108,49,0.644,0.62,1,-7.479,1,0.403,0.0461,0.0,0.0931,0.429,67.26100000000001
757,Stressed Out,twenty one pilots,3CRDbSIZ4r5MsZ0YwxuEkn,3YQKmKGau1PzlVlkL1iodx,2,Yes,84,7118606,84,0.7340000000000001,0.637,4,-5.6770000000000005,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
6630,Don't Call Me Baby,Madison Avenue,4fazGt0v2v2zkzddQOcDZD,6otgz5gkB40UnWFwTy0VDh,88,No,47,4604,55,0.8079999999999999,0.982,3,-6.587999999999999,0,0.0311,0.0585,0.00689,0.35,0.961,124.999
4616,Welcome To The Black Parade,My Chemical Romance,5wQnmLuC1W7ATsArWACrgW,7FBcuc1gsnv6Y1nwFtNRCb,9,Yes,78,2711184,77,0.217,0.905,2,-4.103,1,0.0752,0.00028900000000000003,0.00011,0.222,0.236,96.95
3166,Bridge Over Troubled Water,Glee Cast,4E8ACcXCG8a7utKSlAmUDs,0SCbttzoZTnLFebDYmAWCm,73,No,77,833521,32,0.445,0.675,10,-7.7639999999999985,1,0.106,0.156,2.48e-05,0.659,0.448,153.906
1874,Hold Tight,Justin Bieber,0na8x6EOqjHsGABdB90TIC,1uNFoZAHBGtllmzznpCI3s,29,Yes,90,20138160,58,0.614,0.605,6,-5.809,1,0.189,0.273,0.0,0.106,0.471,119.743
3247,In My Head,Jason Derulo,5BoIP8Eha5hwmRVURkC2Us,07YZf4WDAMNwqr4jfgOZ8y,5,Yes,87,4707426,64,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009
4680,Come To Me,Diddy Featuring Nicole Scherzinger,6yuvC80FcnVJNvC0DbXN9e,59wfkuBoNyhDMQGCljbUbA,9,Yes,76,467733,51,0.8190000000000001,0.485,6,-6.45,0,0.0756,0.0176,0.0,0.6579999999999999,0.386,96.998
5743,Help Pour Out The Rain (Lacey's Song),Buddy Jewell,4xWIqUIlfrusaaygS9RQsR,43c94u7flZbHSdDaUuohqS,29,Yes,40,15501,44,0.565,0.562,0,-7.43,1,0.0339,0.263,0.0,0.0994,0.652,75.035
6206,Superman (It's Not Easy),Five For Fighting,3TwtrR1yNLY1PMPsrGQpOp,7FgMLbnZVrEnir95O0YujA,14,Yes,63,238309,70,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089
3211,This Ain't Nothin',Craig Morgan,3GfFnxBuDNay7D1srwrqZU,6ktyNEnEukKzskQEiXgCFD,83,No,64,285595,49,0.353,0.532,6,-5.318,1,0.0306,0.153,0.0,0.124,0.282,149.71
5006,Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,5MYFw4T2gy52pOGBN4EYHS,26s8LSolLfCIY88ysQbIuT,13,Yes,63,352027,60,0.789,0.8809999999999999,11,-5.757999999999999,1,0.0331,0.108,0.0,0.355,0.647,133.30100000000002
6989,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,5AMvBCtX2rspUdoeJ9IsPN,41qil2VaGbD194gaEcmmyx,1,Yes,68,347142,60,0.861,0.597,10,-7.221,0,0.162,0.0983,0.0,0.17600000000000002,0.6940000000000001,107.016
5958,You Know You're Right,Nirvana,6oEVXNUt5x4cIMGYrKiB4w,6olE6TJLqED3rqDCT0FyPh,45,No,81,5709463,50,0.271,0.755,5,-6.306,0,0.142,0.0284,0.000411,0.123,0.4370000000000001,177.02
3999,Country Man,Luke Bryan,4xfezXafYzsy7G4KfXQ9G5,0BvkDsjIUla7X0k6CSWh1I,74,No,80,2462759,52,0.7390000000000001,0.836,4,-4.433,1,0.0307,0.031,0.0,0.494,0.858,120.001
5280,Somewhere Only We Know,Keane,0ll8uFnc0nANY35E0Lfxvg,53A0W3U0s8diEn9RhXQhVz,50,No,72,987694,68,0.447,0.662,9,-4.221,1,0.0259,0.0597,2.88e-06,0.0869,0.307,172.015
2083,All Gold Everything,Trinidad James,0pgeVJrdNok4KhbiM58ayZ,0I5HubncQ8E1MFZOlPDY4J,36,No,67,171216,57,0.6970000000000001,0.75,7,-8.863999999999997,1,0.311,0.0275,0.0,0.355,0.616,99.96
6496,It's Over Now,112,769geiA8btidGHda4BBDOJ,7urq0VfqxEYEEiZUkebXT4,6,Yes,69,364954,51,0.66,0.71,1,-4.541,1,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988
5571,Hotel,Cassidy Featuring R. Kelly,4hHXhCRSnOKd6nMGaivmD0,3WilJWdCNLSU7fpYjiKb7v,4,Yes,52,151193,58,0.68,0.659,0,-6.855,1,0.211,0.118,0.0,0.107,0.411,91.259
1705,Let It Go,Demi Lovato,1A2PVHd6kWaMlaJVkMfXmz,6S2OmqARrzebs0tKUEyXyp,38,No,89,7724160,58,0.508,0.625,7,-6.487,1,0.0353,0.022,0.0,0.5329999999999999,0.236,139.942
6055,Soak Up The Sun,Sheryl Crow,215JYyyUnrJ98NK3KEwu6d,4TKTii6gnOnUXQHyuo9JaD,17,Yes,66,313457,57,0.715,0.75,4,-4.898,1,0.0448,0.0418,0.0,0.139,0.71,119.992
5351,U Make Me Wanna,Jadakiss Featuring Mariah Carey,66PlVvBwKgTseZ1vCU3e46,5pnbUBPifNnlusY8kTBivi,21,Yes,69,308119,48,0.5329999999999999,0.8220000000000001,5,-5.2,0,0.325,0.0363,0.0,0.343,0.5760000000000001,109.711
5274,Bless The Broken Road,Rascal Flatts,4YjjNHtEsTX6Af4mCTupT5,0a1gHP0HAqALbEyxaD5Ngn,29,Yes,73,1221809,68,0.599,0.433,0,-6.336,1,0.0265,0.693,8.99e-05,0.17800000000000002,0.384,135.94799999999998
4822,Gimme That,Chris Brown Featuring Lil Wayne,7BWXAPR8TxPR3ppVUqvotE,7bXgB6jMjp9ATFy66eO08Z,15,Yes,91,5836009,57,0.412,0.5670000000000001,11,-7.1,0,0.0778,0.004070000000000001,6.24e-05,0.11,0.422,174.519
5114,Mr. Brightside,The Killers,7oK9VyNzrYvRFo7nQEYkWN,0C0XlULifJtAgn6ZNCW2eu,10,Yes,82,3130110,80,0.33,0.936,1,-3.66,1,0.0917,0.00108,0.0,0.0926,0.234,148.112
6622,Wonderful,Everclear,0WHOPmOuQKuu05k4g3UTvk,694QW15WkebjcrWgQHzRYF,11,Yes,60,236661,54,0.514,0.8170000000000001,7,-6.489,1,0.05,0.0118,8.25e-06,0.34600000000000003,0.7340000000000001,186.765
3945,Love Remains The Same,Gavin Rossdale,4dOXc4Suk5eig0jiCqCN5Y,6lBam1B1t8wpnH7pJHWnj6,27,Yes,38,9418,45,0.406,0.632,4,-5.115,1,0.0344,0.236,0.0,0.18,0.109,149.25799999999995
1842,Only Time,Enya,6FLwmdmW77N1Pxb1aWsZmO,6uothxMWeLWIhsGeF7cyo4,10,Yes,74,787319,70,0.418,0.249,3,-13.744000000000002,1,0.0301,0.841,0.6609999999999999,0.112,0.213,82.803
3047,Love Like Woe,The Ready Set,4XRZbiVdsA5qv6f6qP70lS,2eRJjYEaWyGZbOBGYFLBoC,27,Yes,56,151949,56,0.6970000000000001,0.775,10,-4.106,1,0.0636,0.139,0.0,0.0737,0.8220000000000001,90.015
1980,Cruisin' For A Bruisin',"Ross Lynch, Grace Phipps And Jason Evigan",5e3UWcbvTaF5CJWu81MqlQ,4UxLFBvSr4xMDpHe1lrLrH,82,No,55,291047,55,0.5870000000000001,0.903,11,-4.62,1,0.12,0.0235,0.0,0.111,0.79,163.93400000000003
4152,She's A Hottie,Toby Keith,5SD2dutv5rJM4Q8hlnC2QK,2bA6fzP0lMAQ4kz6CF61w8,71,No,69,810096,41,0.565,0.91,9,-3.05,0,0.0473,0.111,0.0,0.182,0.741,94.945
1350,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",7uWVT3UkCAZyANvv0bdyQn,2YZyLoL8N0Wb9xBt1NhZWg,94,No,96,8354452,62,0.7040000000000001,0.487,5,-5.5360000000000005,0,0.113,0.114,2.65e-06,0.229,0.382,107.926
1333,CoCo,O.T. Genasis,2JI71GHwq2LN8mtq3iCLYo,1Zatb2YN4erBOoSivOXc0o,20,Yes,67,444328,68,0.8859999999999999,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.17800000000000002,119.906
5429,Rough & Ready,Trace Adkins,6M2B5GBFjzlcCpu53lTadi,79FMDwzZQxHgSkIYBl3ODU,75,No,63,560780,45,0.708,0.922,2,-3.899,1,0.0424,0.0538,2.68e-05,0.293,0.7020000000000001,117.005
2047,Pirate Flag,Kenny Chesney,7wZBuBh6xJI7QAdAI6XqJN,3grHWM9bx2E9vwJCdlRv9O,46,No,74,1629028,60,0.5770000000000001,0.805,7,-6.251,1,0.0509,0.0723,8.64e-06,0.106,0.5760000000000001,160.128
6227,Round And Round,Jonell & Method Man,42ENIUbWw6VusXuB2VMhPx,31BLZAIf5FNCUAl2IJ6PKh,62,No,28,612,33,0.622,0.7509999999999999,8,-4.585,1,0.266,0.337,0.0,0.0813,0.8859999999999999,91.443
740,Make You Miss Me,Sam Hunt,0xwPzLmBAYro8BUz7MrtAo,2kucQ9jQwuD8jWdtR9Ef38,45,No,76,1100315,75,0.612,0.468,7,-6.597,1,0.0314,0.168,0.0,0.112,0.165,146.026
466,Black SpiderMan,Logic Featuring Damian Lemar Hudson,7BKUWh5sdtdS17crohRe4L,4xRYI6VqpkE3UwrDrAZL8L,87,No,92,2189700,72,0.617,0.8690000000000001,1,-5.292999999999998,1,0.101,0.132,7.38e-05,0.441,0.331,139.994
