title,artist,artist_popularity,followers
Living For The Night,George Strait,73,698027
I'll Just Hold On,Blake Shelton,76,2973932
Boots On,Randy Houser,65,339230
Trust,Keyshia Cole Duet With Monica,68,997123
Fire Burning,Sean Kingston,71,783813
I'm Yours,Jason Mraz,78,2666374
Taking Chances,Glee Cast,77,833522
Alright,Darius Rucker,71,751072
Summer Nights,Rascal Flatts,73,1221800
Poker Face,Lady Gaga,82,4552802
I Look To You,Whitney Houston,77,2484794
Make Her Say,Kid Cudi Featuring Kanye West & Common,78,2286498
Come Back To Me,David Cook,48,100387
Last Chance,Ginuwine,70,817521
Closer To Love,Mat Kearney,66,298031
LoveGame,Lady Gaga,82,4552802
The Climb,Miley Cyrus,81,5268707
Take A Bow,Glee Cast,77,833522
Barefoot And Crazy,Jack Ingram,40,15631
She Is Love,Parachute,63,297196
Shake My,Three 6 Mafia Featuring Kalenna,63,352025
Wetter (Calling You Daddy),Twista Featuring Erika Shevon,67,332563
It's A Business Doing Pleasure With You,Tim McGraw,76,1935179
Second Chance,Shinedown,75,1209470
Wild At Heart,Gloriana,49,140931
I Need A Girl,Trey Songz,81,2814087
Million Dollar Bill,Whitney Houston,77,2484794
Not Meant To Be,Theory Of A Deadman,72,647946
So Fine,Sean Paul,85,1596730
Overcome,Creed,68,898107
Out Last Night,Kenny Chesney,74,1629043
Radar,Britney Spears,80,3940038
Chillin,Wale Featuring Lady Gaga,77,1271132
Awake And Alive,Skillet,76,1717550
Birthday Sex,Jeremih,82,1923468
Best Days Of Your Life,Kellie Pickler,49,271748
Here We Go Again,Demi Lovato,89,7724251
Hush Hush,The Pussycat Dolls Featuring Nicole Scherzinger,72,1610663
Sound Of Madness,Shinedown,75,1209470
When Love Takes Over,David Guetta Featuring Kelly Rowland,90,12933529
If Today Was Your Last Day,Nickelback,78,2565761
You Found Me,The Fray,75,1619705
Love Story,Taylor Swift,91,11085027
Sideways,Dierks Bentley,74,1170685
I Do Not Hook Up,Kelly Clarkson,78,2840749
Daylight,Matt And Kim,62,257214
Show Me What I'm Looking For,Carolina Liar,46,39197
That's Not My Name,The Ting Tings,56,214662
I Run To You,Lady Antebellum,70,1763788
Celebration,Madonna,77,2072929
Digital Girl,"Jamie Foxx Featuring Drake, Kanye West + The-Dream",71,385405
He Could Be The One,Hannah Montana,67,1185790
Then,Brad Paisley,71,1083347
Always Strapped,Birdman Featuring Lil Wayne,64,343706
Sooner Or Later,Michelle Branch,60,197512
I Just Call You Mine,Martina McBride,59,355687
Right Round,Flo Rida,81,5410268
Whatever It Is,Zac Brown Band,75,918925
Kiss A Girl,Keith Urban,77,2060801
Know Your Enemy,Green Day,82,5884357
Catch Me,Demi Lovato,89,7724253
Walkin' On The Moon,The-Dream Featuring Kanye West,72,455988
Too Many Rappers,Beastie Boys Featuring Nas,71,909704
Beautiful,Eminem,93,15210469
Day 'N' Nite,Kid Cudi,78,2286497
Blame It,Jamie Foxx Featuring T-Pain,71,385405
Gives You Hell,The All-American Rejects,70,905040
Turn My Swag On,Soulja Boy Tell'em,68,537524
Come Home,OneRepublic With Sara Bareilles,83,4218891
Sugar,Flo Rida Featuring Wynter,81,5410268
If It Kills Me,Jason Mraz,78,2666376
It Happens,Sugarland,60,550286
Boyfriend #2,Pleasure P,61,373195
You Don't Belong,Daughtry,68,770718
Swag Surfin',F.L.Y. (Fast Life Yungstaz),47,2076
Just Dance,Lady Gaga Featuring Colby O'Donis,82,4552804
All The Above,Maino Featuring T-Pain,54,72022
Ignorance,Paramore,80,2815036
I Wanna Know You,Hannah Montana Featuring David Archuleta,67,1185790
Ice Cream Freeze (Let's Chill),Hannah Montana,67,1185790
Shining Down,Lupe Fiasco Featuring Matthew Santos,72,850034
One And The Same,Selena Gomez & Demi Lovato,87,9011241
Lost You Anyway,Toby Keith,69,810096
Paranoid,Jonas Brothers,66,941207
Sissy's Song,Alan Jackson,73,712244
Halle Berry (She's Fine),Hurricane Chris Featuring SupaSTAAR,46,83525
Careless Whisper,Seether,72,1016855
One In Every Crowd,Montgomery Gentry,63,411040
My Life Would Suck Without You,Kelly Clarkson,78,2840749
Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,68,537524
If U Seek Amy,Britney Spears,80,3940038
I'm On A Boat,The Lonely Island Featuring T-Pain,67,658820
Take Me On The Floor,The Veronicas,62,296161
Funny The Way It Is,Dave Matthews Band,69,737441
Echo,Gorilla Zoe,57,250039
Dead And Gone,T.I. Featuring Justin Timberlake,80,2176764
Damned If I Do Ya (Damned If I Don't),All Time Low,74,1482957
Fly With Me,Jonas Brothers,66,941207
We Made You,Eminem,93,15210474
How Do You Sleep?,Jesse McCartney Featuring Ludacris,67,431036
Where I'm From,Jason Michael Carroll,52,87470
Welcome To The World,Kevin Rudolf Featuring Rick Ross,53,61736
sobeautiful,Musiq Soulchild,63,471226
Here Comes Goodbye,Rascal Flatts,73,1221800
On The Ocean,K'Jon,35,18068
I Told You So,Carrie Underwood Featuring Randy Travis,64,313738
"1, 2, 3, 4",Plain White T's,68,426630
No Boundaries,Kris Allen,50,81069
I Love College,Asher Roth,56,141678
Hoedown Throwdown,Miley Cyrus,81,5268710
Ain't I,Yung L.A. Featuring Young Dro & T.I.,34,14436
Mad World,Adam Lambert,65,639651
She's Country,Jason Aldean,78,2028827
Heartless,Kanye West,90,6937361
Permanent,David Cook,48,100387
Amazing,Kanye West Featuring Young Jeezy,90,6937361
Always The Love Songs,Eli Young Band,65,390204
No Boundaries,Adam Lambert,65,639651
If This Isn't Love,Jennifer Hudson,64,543266
Love Sex Magic,Ciara Featuring Justin Timberlake,73,2562454
Never Ever,Ciara Featuring Young Jeezy,73,2562454
Note To God,Charice,51,58606
Lucky,Jason Mraz & Colbie Caillat,78,2666376
Insane,Eminem,93,15210476
Turnin Me On,Keri Hilson Featuring Lil Wayne,68,670937
Sober,P!nk,84,3748980
Mad,Ne-Yo,81,3189808
Heartless,The Fray,75,1619707
Magnificent,Rick Ross Featuring John Legend,81,1903496
It Won't Be Like This For Long,Darius Rucker,71,751072
Crazier,Taylor Swift,91,11085040
Old Time's Sake,Eminem Featuring Dr. Dre,93,15210478
I'm Just Here For The Music,Paula Abdul,57,190830
Epiphany (I'm Leaving),Chrisette Michele,59,222527
Rockin' That Thang,The-Dream,72,455988
Stanky Legg,GS Boyz,34,14928
You Can Get It All,Bow Wow Featuring Johnta Austin,64,385424
Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",93,15210478
Don't Think I Can't Love You,Jake Owen,70,772508
Don't Forget,Demi Lovato,89,7724259
Next To You,Mike Jones,55,54519
There Goes My Baby,Charlie Wilson,63,297080
Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,80,1446775
Circus,Britney Spears,80,3940040
America's Suitehearts,Fall Out Boy,84,4162604
The Fear,Lily Allen,73,970785
Soulmate,Natasha Bedingfield,69,447106
Let It Rock,Kevin Rudolf Featuring Lil Wayne,53,61736
Viva La Vida,Coldplay,89,10976798
Hot N Cold,Katy Perry,85,9247232
Candle (Sick And Tired),The White Tie Affair,34,14390
Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,81,5268712
Nothin' To Die For,Tim McGraw,76,1935180
Maybach Music 2,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",81,1903497
Imma Put It On Her,DAY26 Featuring P. Diddy & Yung Joc,46,97554
Lark On My Go-Kart,Asher Roth,56,141678
Thinking Of You,Katy Perry,85,9247232
River Of Love,George Strait,73,698027
Let's Get Crazy,Hannah Montana,67,1185791
You'll Always Find Your Way Back Home,Hannah Montana,67,1185791
Shuttin' Detroit Down,John Rich,27,3582
Panic Switch,Silversun Pickups,62,288779
"It's Alright, It's OK",Ashley Tisdale,58,376536
White Horse,Taylor Swift,91,11085043
I Hate This Part,The Pussycat Dolls,72,1610664
Untouched,The Veronicas,62,296161
You Complete Me,Keyshia Cole,68,997124
Prom Queen,Lil Wayne Featuring Shanell AKA SNL,90,5914068
Kids,MGMT,77,1120968
Marry For Money,Trace Adkins,63,560774
Just Like Me,Jamie Foxx Featuring T.I.,71,385405
Live Your Life,T.I. Featuring Rihanna,80,2176767
Gotta Be Somebody,Nickelback,78,2565762
God Love Her,Toby Keith,69,810096
Things That Matter,Rascal Flatts,73,1221800
Lifeline,Papa Roach,77,1787792
Hot Revolver,Lil Wayne,90,5914068
Down The Road,Kenny Chesney With Mac McAnally,74,1629043
Love Who You Love,Rascal Flatts,73,1221800
Sweet Thing,Keith Urban,77,2060803
Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,67,573549
"Lions, Tigers & Bears",Jazmine Sullivan,67,503834
So What,P!nk,84,3748980
You're Not Sorry,Taylor Swift,91,11085046
Lost,Gorilla Zoe,57,250040
Last Call,Lee Ann Womack,56,175665
Angels On The Moon,Thriving Ivory,42,21616
Lollipop,Framing Hanley,54,81419
Freeze,T-Pain Featuring Chris Brown,81,1340522
"Want It, Need It",Plies Featuring Ashanti,68,546501
Whatever You Like,T.I.,80,2176767
Womanizer,Britney Spears,80,3940044
Chicken Fried,Zac Brown Band,75,918925
Sex On Fire,Kings Of Leon,79,2967122
She Wouldn't Be Gone,Blake Shelton,76,2973936
Magnificent,U2,80,2564871
I Will Be,Leona Lewis,73,974324
Country Boy,Alan Jackson,73,712244
More Like Her,Miranda Lambert,69,1286117
Green Light,John Legend Featuring Andre 3000,82,3477057
Disturbia,Rihanna,92,20858543
Hold Up My Heart,Brooke White,17,3787
Miss Independent,Ne-Yo,81,3189808
Feel That Fire,Dierks Bentley,74,1170685
Shone,Flo Rida Featuring Pleasure P,81,5410270
Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,58,147723
I'm So Paid,Akon Featuring Lil Wayne & Young Jeezy,80,1446775
Love Is On Its Way,Jonas Brothers,66,941208
One More Drink,Ludacris Co-Starring T-Pain,78,1270435
O... Saya,M.I.A. & A R Rahman,69,641919
Get On Your Boots,U2,80,2564871
Rehab,Rihanna,92,20858542
Love Lockdown,Kanye West,90,6937363
Right Now (Na Na Na),Akon,80,1446775
Light On,David Cook,48,100387
Chasing Pavements,Adele,85,8650640
I Get It In,50 Cent,83,3538562
My President,Young Jeezy Featuring Nas,76,922579
Break My Heart,Spectacular! Cast,27,9559
Trading Places,Usher,82,5491353
Human,The Killers,82,3130099
La La Land,Demi Lovato,89,7724263
IfULeave,Musiq Soulchild Featuring Mary J. Blige,63,471226
Put It On Ya,Plies Featuring Chris J,68,546501
Better In Time,Leona Lewis,73,974324
Absolute,The Fray,75,1619710
Top Of The World,The Pussycat Dolls,72,1610666
"You're Gonna Go Far, Kid",The Offspring,77,2029235
Decode,Paramore,80,2815036
Working On A Dream,Bruce Springsteen,76,1425540
Playa Cardz Right,Keyshia Cole Featuring 2Pac,68,997124
Addicted,Saving Abel,57,236689
Krazy,Pitbull Featuring Lil Jon,84,5139306
Tell Me Something I Don't Know,Selena Gomez,87,9011249
Already Gone,Sugarland,60,550286
Start A Band,Brad Paisley Duet With Keith Urban,71,1083347
Broken,Lifehouse,69,722577
I Don't Care,Apocalyptica Featuring Adam Gontier,60,371348
In Color,Jamey Johnson,62,136563
Keeps Gettin' Better,Christina Aguilera,79,2734268
I Don't Care,Fall Out Boy,84,4162605
Roll With Me,Montgomery Gentry,63,411040
It's A New Day,will.i.am,75,1871154
Here,Rascal Flatts,73,1221800
Bad Girlfriend,Theory Of A Deadman,72,647948
Swagga Like Us,Jay-Z & T.I. Featuring Kanye West & Lil Wayne,80,2176768
Crush,David Archuleta,60,177907
Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,90,5914072
Shattered (Turn The Car Around),O.A.R.,59,148600
Bust Your Windows,Jazmine Sullivan,67,503834
Seventeen Forever,Metro Station,59,122215
About You Now,Miranda Cosgrove,50,404596
Lookin' For A Good Time,Lady Antebellum,70,1763789
Without You,Hinder,64,530195
Can't Believe It,T-Pain Featuring Lil Wayne,81,1340526
Closer,Ne-Yo,81,3189808
Come On Get Higher,Matt Nathanson,60,185797
Right Here (Departed),Brandy,65,741139
Arab Money,Busta Rhymes Featuring Ron Browz,76,754107
When It Hurts,Avant,59,448466
Universal Mind Control,Common Featuring Pharrell,66,407108
Go Hard,DJ Khaled Featuring Kanye West & T-Pain,83,1859963
Fall For You,Secondhand Serenade,63,424693
Love Remains The Same,Gavin Rossdale,38,9418
Lovebug,Jonas Brothers,66,941209
Fly On The Wall,Miley Cyrus,81,5268713
Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,74,1629043
T-Shirt,Shontelle,55,189423
See You In My Nightmares,Kanye West Featuring Lil Wayne,90,6937363
Just A Dream,Carrie Underwood,74,2127802
My Life,The Game Featuring Lil Wayne,76,1271688
What About Now,Daughtry,68,770718
Anything Goes,Randy Houser,65,339230
Spotlight,Jennifer Hudson,64,543266
Swing,Savage Featuring Soulja Boy Tell'em,64,19378
Get Up,50 Cent,83,3538562
Love Remembers,Craig Morgan,64,285596
No Me Doy Por Vencido,Luis Fonsi,85,1954092
Forever,Chris Brown,91,5835993
Shattered Glass,Britney Spears,80,3940046
So Fly,Slim Featuring Yung Joc,31,1061
Paper Planes,M.I.A.,69,641919
Got Money,Lil Wayne Featuring T-Pain,90,5914072
Last Of A Dying Breed,Ludacris Co-Starring Lil Wayne,78,1270435
Need U Bad,Jazmine Sullivan,67,503834
Chinese Democracy,Guns N' Roses,81,6115757
What Them Girls Like,Ludacris Co-Starring Chris Brown & Sean Garrett,78,1270435
Leave Out All The Rest,Linkin Park,87,7792777
I'd Come For You,Nickelback,78,2565762
Do You Believe Me Now,Jimmy Wayne,35,20418
Don't Think I Don't Think About It,Darius Rucker,71,751073
Waitin' On A Woman,Brad Paisley,71,1083348
Another Way to Die,Jack White & Alicia Keys,70,737977
She Never Cried In Front Of Me,Toby Keith,69,810096
I'll Walk,Bucky Covington,42,40800
Did You Wrong,Pleasure P,61,373196
All Summer Long,Kid Rock,70,421873
The Way I Loved You,Taylor Swift,91,11085060
Breathe,Taylor Swift Featuring Colbie Caillat,91,11085060
Hey Stephen,Taylor Swift,91,11085060
Troublemaker,Akon Featuring Sweet Rush,80,1446776
In The Ayer,Flo Rida Featuring will.i.am,81,5410273
Bleeding Love,Leona Lewis,73,974324
American Boy,Estelle Featuring Kanye West,67,131424
Dangerous,Kardinal Offishall Featuring Akon,60,19423
Spaceman,The Killers,82,3130101
Bartender Song,Rehab,54,80377
Krazy,Pitbull Featuring Lil Jon,84,5139309
Love Remains The Same,Gavin Rossdale,38,9418
Bleeding Love,Leona Lewis,73,974324
Lovebug,Jonas Brothers,66,941209
Human,The Killers,82,3130101
Broken,Lifehouse,69,722577
Country Man,Luke Bryan,80,2462759
The Day That Never Comes,Metallica,83,6087625
Something In Your Mouth,Nickelback,78,2565762
Cuddy Buddy,Mike Jones Featuring Trey Songz & Twista,55,54519
Trading Places,Usher,82,5491354
Love Lockdown,Kanye West,90,6937365
Shake It,Metro Station,59,122215
Body On Me,Nelly Featuring Ashanti & Akon,77,968766
Lloro Por Ti,Enrique Iglesias,84,5710418
Superwoman,Alicia Keys,80,3881858
All I Ever Wanted,Chuck Wicks,52,35812
Put On,Young Jeezy Featuring Kanye West,76,922579
Johnny & June,Heidi Newfield,35,12267
Cry For You,September,53,88644
You Are The Best Thing,Ray LaMontagne,66,531852
Be OK,Ingrid Michaelson,66,472486
"What A Catch, Donnie",Fall Out Boy,84,4162608
I Still Miss You,Keith Anderson,54,101800
Take A Bow,Rihanna,92,20858556
I Kissed A Girl,Katy Perry,85,9247236
Pocketful Of Sunshine,Natasha Bedingfield,69,447106
When I Grow Up,The Pussycat Dolls,72,1610666
Headfirst Slide Into Cooperstown On A Bad Bet,Fall Out Boy,84,4162608
The Business,Yung Berg Featuring Casha,46,14364
Please Excuse My Hands,Plies Featuring Jamie Foxx & The-Dream,68,546501
The Shock Of The Lightning,Oasis,81,2416377
You Look Good In My Shirt,Keith Urban,77,2060805
Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",83,1859963
Burnin' Up,Jonas Brothers,66,941209
Leavin',Jesse McCartney,67,431037
The Time Of My Life,David Cook,48,100387
Go Girl,Ciara Featuring T-Pain,73,2562454
All I Want To Do,Sugarland,60,550286
Should've Said No,Taylor Swift,91,11085065
Energy,Keri Hilson,68,670937
A Milli,Lil Wayne,90,5914073
Get Like Me,David Banner Featuring Chris Brown,55,204185
Ready For Whatever,T.I.,80,2176770
Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",63,352025
Shut Up And Let Me Go,The Ting Tings,56,214662
Mr. Carter,Lil Wayne Featuring Jay-Z,90,5914074
Holler Back,The Lost Trailers,32,7749
Here I Am,Rick Ross Featuring Nelly & Avery Storm,81,1903498
That's What You Get,Paramore,80,2815037
Cookie Jar,Gym Class Heroes Featuring The-Dream,68,795775
On The Line,Demi Lovato Featuring Jonas Brothers,66,941209
Lollipop,Lil Wayne Featuring Static Major,90,5914074
Just Stand Up!,Artists Stand Up To Cancer,30,2613
Thunder,Boys Like Girls,63,457774
Good Time,Alan Jackson,73,712245
I'd Rather Be With You,Joshua Radin,62,258131
Get Back,Demi Lovato,89,7724267
If I Never See Your Face Again,Maroon 5 Featuring Rihanna,89,10228895
Heaven Sent,Keyshia Cole,68,997124
Corona And Lime,Shwayze,54,95808
7 Things,Miley Cyrus,81,5268716
Free Fallin',John Mayer,82,2714345
It's Not My Time,3 Doors Down,74,1395929
I Luv Your Girl,The-Dream,72,455988
Cyanide,Metallica,83,6087625
"What Up, What's Haapnin'",T.I.,80,2176771
Swing Ya Rag,T.I. Featuring Swizz Beatz,80,2176771
Mercy,Duffy,61,412070
Never Would Have Made It,Marvin Sapp,56,164316
No Air,Jordin Sparks Duet With Chris Brown,68,664855
My Apocalypse,Metallica,83,6087625
Take You Down,Chris Brown,91,5835997
I'll Be Lovin' U Long Time,Mariah Carey,77,2788563
Bust It Baby Part 2,Plies Featuring Ne-Yo,68,546501
Handlebars,Flobots,54,92931
Put A Girl In It,Brooks & Dunn,67,573549
Marco Polo,Bow Wow Featuring Soulja Boy Tell'em,64,385424
Teenage Love Affair,Alicia Keys,80,3881858
What You Got,Colby O'Donis Featuring Akon,64,48620
BB Good,Jonas Brothers,66,941209
Lookin Boy,Hot Stylz Featuring Yung Joc,31,535
Last Name,Carrie Underwood,74,2127803
Get Silly,V.I.C.,49,72393
Breakout,Miley Cyrus,81,5268718
A Little Bit Longer,Jonas Brothers,66,941209
Damaged,Danity Kane,51,189699
Love Song,Sara Bareilles,72,819656
In Love With A Girl,Gavin DeGraw,69,663581
What If It All Goes Right,Melissa Lawson,4,101
Summertime,New Kids On The Block,56,216009
Come On Over,Jessica Simpson,54,338802
Pork And Beans,Weezer,75,1183833
Learning How To Bend,Gary Allan,63,330404
Realize,Colbie Caillat,74,947641
Love In This Club,Usher Featuring Young Jeezy,82,5491355
Buzzin',Shwayze Featuring Cisco Adler,54,95808
This Is Me,Demi Lovato & Joe Jonas,89,7724269
Te Quiero,Flex,51,64381
Back When I Knew It All,Montgomery Gentry,63,411040
Sexy Can I,Ray J & Yung Berg,63,401966
Low,Flo Rida Featuring T-Pain,81,5410273
I'm Still A Guy,Brad Paisley,71,1083348
Moving Mountains,Usher,82,5491355
Pushin' Me Away,Jonas Brothers,66,941209
We Weren't Crazy,Josh Gracin,53,68396
Mamma Mia,Meryl Streep,64,25130
Say,John Mayer,82,2714347
All Around Me,Flyleaf,63,452378
Play My Music,Jonas Brothers,66,941209
Stop And Stare,OneRepublic,83,4218901
Violet Hill,Coldplay,89,10976809
Trying To Stop Your Leaving,Dierks Bentley,74,1170685
Life In A Northern Town,Sugarland Featuring Little Big Town & Jake Owen,67,905695
Game's Pain,The Game Featuring Keyshia Cole,76,1271688
Stepped On My J'z,Nelly Featuring Ciara & JD,77,968766
Inside The Fire,Disturbed,78,1806492
That Song In My Head,Julianne Hough,49,12522
Just Got Started Lovin' You,James Otto,48,32007
Gotta Find You,Joe Jonas,62,378516
Bye Bye,Mariah Carey,77,2788563
I Saw God Today,George Strait,73,698027
Sneakernight,Vanessa Hudgens,68,655479
Every Day,Rascal Flatts,73,1221800
We Rock,Cast Of Camp Rock,40,53428
Rise Above This,Seether,72,1016859
The Way That I Love You,Ashanti,73,1011879
Homecoming,Kanye West Featuring Chris Martin,90,6937367
Touch My Body,Mariah Carey,77,2788563
The Boss,Rick Ross Featuring T-Pain,81,1903498
She Got It,2 Pistols Featuring T-Pain & Tay Dizm,38,12761
Picture To Burn,Taylor Swift,91,11085072
Last Time,Trey Songz,81,2814091
Love Don't Live Here,Lady Antebellum,70,1763789
I Will Possess Your Heart,Death Cab For Cutie,68,812924
Apologize,Timbaland Featuring OneRepublic,83,4218904
There's Nothin,Sean Kingston Featuring Elan & Juelz Santana,71,783816
Break The Ice,Britney Spears,80,3940049
Don't Stop The Music,Rihanna,92,20858564
With You,Chris Brown,91,5835997
You're Gonna Miss This,Trace Adkins,63,560774
3 Peat,Lil Wayne,90,5914075
Love Is A Beautiful Thing,Phil Vassar,55,85011
She's A Hottie,Toby Keith,69,810096
Another Try,Josh Turner Featuring Trisha Yearwood,69,746272
New Soul,Yael Naim,56,82486
See You Again,Miley Cyrus,81,5268719
Feels Like Tonight,Daughtry,68,770719
Indestructible,Disturbed,78,1806492
You Ain't Got Nuthin,Lil Wayne Featuring Juelz Santana & Fabolous,90,5914075
Move Shake Drop,DJ Laz Featuring Flo Rida & Casely,40,10480
Nine In The Afternoon,Panic! At The Disco,85,3757896
Customer,Raheem DeVaughn,54,169618
No One,Alicia Keys,80,3881859
Our Song,Taylor Swift,91,11085072
Whatever It Takes,Lifehouse,69,722578
Party People,Nelly Featuring Fergie,77,968766
What Kinda Gone,Chris Cagle,62,258706
Love Is Gone,David Guetta & Chris Willis,90,12933551
Psycho,Puddle Of Mudd,65,524713
Hollywood's Not America,Ferras,37,7658
Sorry,Buckcherry,56,193009
Bubbly,Colbie Caillat,74,947641
Paralyzer,Finger Eleven,58,216221
All-American Girl,Carrie Underwood,74,2127803
Killa,Cherish Featuring Yung Joc,51,176156
No Matter What,T.I.,80,2176772
Boyfriend/Girlfriend,C-Side Featuring Keyshia Cole,21,906
Small Town Southern Man,Alan Jackson,73,712245
When You Look Me In The Eyes,Jonas Brothers,66,941209
Stronger Woman,Jewel,59,212720
Falsetto,The-Dream,72,455988
Independent,Webbie Featuring Lil' Phat & Lil' Boosie,59,308828
Elevator,Flo Rida Featuring Timbaland,81,5410273
Beat It,Fall Out Boy Featuring John Mayer,84,4162610
Shawty Get Loose,Lil Mama Featuring Chris Brown & T-Pain,49,32417
Teardrops On My Guitar,Taylor Swift,91,11085075
Give It 2 Me,Madonna,77,2072931
We Made It,Busta Rhymes Featuring Linkin Park,76,754107
Dey Know,Shawty Lo,45,114610
The Anthem,Pitbull Featuring Lil Jon,75,561970
Sweet And Low,Augustana,56,106616
Laughed Until We Cried,Jason Aldean,78,2028827
Dreams Collide,Colbie Caillat,74,947641
Superstar,Lupe Fiasco Featuring Matthew Santos,72,850033
Tattoo,Jordin Sparks,68,664855
I Remember,Keyshia Cole,68,997124
Won't Go Home Without You,Maroon 5,89,10228901
Little Miss Obsessive,Ashlee Simpson With Tom Higgenson,52,237007
YAHHH!,Soulja Boy Tell'em Featuring Arab,68,537525
Like You'll Never See Me Again,Alicia Keys,80,3881859
Take You There,Sean Kingston,71,783816
Suffocate,J. Holiday,60,482931
Umma Do Me,Rocko,53,171184
Feedback,Janet,68,821411
Migrate,Mariah Carey Featuring T-Pain,77,2788563
Crying Out For Me,Mario,70,833126
Sensual Seduction,Snoop Dogg,84,3198686
It's Good To Be Us,Bucky Covington,42,40800
Got Me Going,DAY26,46,97554
What Hurts The Most,Cascada,67,254573
Nude,Radiohead,79,2927983
Shadow Of The Day,Linkin Park,87,7792782
Flashing Lights,Kanye West Featuring Dwele,90,6937367
Cleaning This Gun (Come On In Boy),Rodney Atkins,65,512278
Supernatural Superserious,R.E.M.,74,1093471
crushcrushcrush,Paramore,80,2815037
Things That Never Cross A Man's Mind,Kellie Pickler,49,271748
Go On Girl,Ne-Yo,81,3189808
Long Road To Ruin,Foo Fighters,81,4170074
Clumsy,Fergie,74,1878229
Calabria 2008,Enur Featuring Natasja,50,7028
Letter To Me,Brad Paisley,71,1083349
Stealing Cinderella,Chuck Wicks,52,35812
Ching-A-Ling,Missy Elliott,75,714591
International Harvester,Craig Morgan,64,285596
Diamond Girl,Ryan Leslie,49,84652
God Must Be Busy,Brooks & Dunn,67,573549
Dance Like There's No Tomorrow,Paula Abdul & Randy Jackson,57,190830
Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",72,159851
Going On,Gnarls Barkley,68,209603
Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,36,6268
Like Whoa,Aly & AJ,57,180776
Love Is Free,Sheryl Crow,66,313453
Just Fine,Mary J. Blige,72,1257479
Big Girls Don't Cry,Fergie,74,1878229
Piece Of Me,Britney Spears,80,3940051
Pop Bottles,Birdman Featuring Lil Wayne,64,343706
If I Had Eyes,Jack Johnson,80,1941260
What Is It,Baby Bash Featuring Sean Kingston,66,248516
Falling Slowly,The Swell Season (Glen Hansard & Marketa Irglova),61,193209
Kiss Kiss,Chris Brown Featuring T-Pain,91,5835998
Watching Airplanes,Gary Allan,63,330404
The Way I Am,Ingrid Michaelson,66,472488
Winner At A Losing Game,Rascal Flatts,73,1221801
Get Buck In Here,"DJ Felli Fel Featuring Diddy, Akon, Ludacris & Lil Jon",43,18980
Love Like This,Natasha Bedingfield Featuring Sean Kingston,69,447108
Can't Help But Wait,Trey Songz,81,2814092
Hypnotized,Plies Featuring Akon,68,546501
Into The Night,Santana Featuring Chad Kroeger,72,702126
"Ready, Set, Don't Go",Billy Ray Cyrus With Miley Cyrus,57,53632
Hate That I Love You,Rihanna Featuring Ne-Yo,92,20858576
Stay,Sugarland,60,550286
Rock Star,Hannah Montana,67,1185791
Crank That (Soulja Boy),Soulja Boy Tell'em,68,537525
Cyclone,Baby Bash Featuring T-Pain,66,248516
The Way I Are,Timbaland Featuring Keri Hilson,77,931404
Fake It,Seether,72,1016858
You Know I'm No Good,Amy Winehouse,78,4088381
What Do Ya Think About That,Montgomery Gentry,63,411040
I'll Be Waiting,Lenny Kravitz,69,1047002
Who Knew,P!nk,84,3748983
Misery Business,Paramore,80,2815037
Girlfriend,Bow Wow & Omarion,64,385424
Suspicions,Tim McGraw,76,1935188
Get My Drink On,Toby Keith,69,810096
Shoulda Let You Go,Keyshia Cole Introducing Amina,68,997124
Pictures Of You,The Last Goodnight,46,13125
Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,84,4738332
Good Life,Kanye West Featuring T-Pain,90,6937367
Go Girl,Pitbull Featuring Trina & Young Bo$$,84,5139308
I'm Me,Lil Wayne,90,5914075
Through The Fire And Flames,DragonForce,63,324076
I Don't Wanna Be In Love (Dance Floor Anthem),Good Charlotte,70,895049
Stronger,Kanye West,90,6937367
How Far We've Come,matchbox twenty,70,791621
Over You,Daughtry,68,770719
I'm So Hood,"DJ Khaled Featuring T-Pain, Trick Daddy, Rick Ross & Plies",83,1859966
He Said She Said,Ashley Tisdale,58,376538
Work That,Mary J. Blige,72,1257479
Kindly Unspoken,Kate Voegele,44,72013
Firecracker,Josh Turner,69,746272
My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,52,151191
Don't Blink,Kenny Chesney,74,1629045
Gimme More,Britney Spears,80,3940052
How 'Bout Them Cowgirls,George Strait,73,698027
Start All Over,Miley Cyrus,81,5268720
Girls In Their Summer Clothes,Bruce Springsteen,76,1425540
